"alpha0","alpha1","alpha2"
0.00127345094237253,0.00139581851956219,0.007143710687625
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2.78739809329712,0.798258585675223,0.982241735891145
NA,NA,NA
0.00118951317209,0.00122229043529042,0.00120207169440138
NA,NA,NA
0.000979269287746984,0.00152932876775084,0.000879411424508814
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
6.42872032024495,2.10365005309837,1.96967294926322
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
3.80559023591415,1.09704685572672,1.32041906393697
NA,NA,NA
NA,NA,NA
9.37733190611059,2.14003469005329,2.36073116577846
4.36441008746722,1.20558748763938,1.90198966202495
1.19344081601182,0.302932375258991,0.397865795678292
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
7.14409465461776,2.30054185679408,2.50018590803584
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
3.82435729647913,0.958078338163324,1.04557424350436
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
8.85202852254753,2.39024513669256,2.13771673227184
NA,NA,NA
NA,NA,NA
0.00099910037442189,0.000999136268772097,0.000999120559260722
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.000879097931840736,0.000879175267988583,0.000879051289643056
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
3.41451928460848,0.964223123222458,0.809433906902366
1.60017205097384,0.413938662532279,0.483100252384031
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.00130162025898427,0.00135915754137885,0.00129250931522288
NA,NA,NA
NA,NA,NA
7.38276741725282,1.77612305949669,1.51064347619101
NA,NA,NA
NA,NA,NA
NA,NA,NA
5.34373669304929,1.62375058413872,2.2702805220911
NA,NA,NA
NA,NA,NA
NA,NA,NA
2.3559054968192,0.700863766620039,0.736599038053612
9.99930741613326,3.33662879452888,2.53541013695605
NA,NA,NA
0.00123591432869846,0.00102218236214169,0.00122925309248206
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2.98879726943365,0.849394901797826,0.821111439911064
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2.44959019410172,0.573051455321573,0.754754274891957
5.07688383823096,1.26173873701891,1.37473000305928
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.000819749212498231,0.000819835565615509,0.000819743721463922
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
5.46533096317133,1.42711634047504,1.43208171346374
NA,NA,NA
NA,NA,NA
2.41899403787212,0.56157013490789,0.784523258841559
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1.28920334858505,0.324086921219182,0.464020553271334
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.00143508645040844,0.00143493755709907,0.00143512873275453
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.000911290693823425,0.00112984200876278,0.000939187210492504
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.00182388377308429,0.00182814389222857,0.00182916139664224
NA,NA,NA
NA,NA,NA
NA,NA,NA
1.10883943096183,0.251346053242604,0.395837398229139
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
5.92553848423198,1.63524816400122,1.42645046348803
NA,NA,NA
1.22605624416434,0.344875960141542,0.355963677743221
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.908257808540064,0.260693817914981,0.332768406134497
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.00130200965295574,0.00235884100671439,0.00132566883790737
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
3.07282828653558,0.943314317453376,0.796347875522503
NA,NA,NA
9.00265132625564,2.24371689571069,2.58542327366289
NA,NA,NA
NA,NA,NA
1.30261992545889,0.376033248851779,0.494103536860118
NA,NA,NA
NA,NA,NA
NA,NA,NA
