"alpha0","alpha1","alpha2"
10.6266602253206,-2.2884892307977,2.42748690651832
13.5139525952955,-3.74184937714544,3.16710807198597
10.3096774848829,-2.42573498655509,2.29888188014388
8.83382550664703,-2.18567758713449,1.27229049976429
8.51666780035476,-1.99180307618525,1.61542598339424
8.55063934309028,-1.89123835238476,1.43223999600598
10.327947521109,-2.69642245056377,2.80333537035547
11.141356310166,-2.90041090175393,2.58448668168997
12.1984705558423,-3.25225951979097,1.95307247975715
8.21335073927839,-2.01374853669914,2.66216751957163
8.20132298274113,-2.11602824675592,1.34125888352774
7.10563566689079,-1.48973361869222,1.48303235300645
9.45798713476176,-2.48825917394775,2.45690324077974
9.2947205519753,-2.43468037437267,2.16647819824651
9.90822611296393,-2.74938409735671,2.1284072093529
9.64727067125147,-2.09028730440563,2.7303253195883
10.849159487385,-2.87759962634204,3.17409770820611
8.05358994413511,-1.93295489688788,1.44841112505637
6.13734158956614,-1.63465517961781,1.3602850493022
9.55971311805335,-2.39218554231221,2.2820546431807
7.26073274940664,-1.67084059422713,2.07154775175683
11.0987785655159,-2.71826000261275,3.26356152008417
8.90546806108888,-2.16961181829419,1.92097779106601
6.63748399849952,-1.5931433130362,1.74082501483877
9.50830709595872,-2.4485981859715,2.23288659464804
10.4388031787049,-2.57289114517255,1.99352326868057
11.7698574319515,-2.88139931244651,3.05757013659254
6.1398794715569,-1.56939654500439,0.972696614089633
10.7920635703212,-2.62290128676676,3.08908665837414
10.6791372561924,-2.70062916611689,2.59465764434712
10.2717829246584,-2.41905062983486,2.11262214037672
9.00199142633807,-2.30743938568817,2.37536905477391
6.86740949778716,-1.90541036069063,1.39624717167722
8.54608164632368,-2.28913812461033,1.93949625893998
7.37593102293296,-1.88635984135807,1.39512943043345
9.19984510455733,-2.15977419449414,2.20180953555455
9.14620934061585,-1.96684695792489,2.47576176323965
9.07413196238874,-2.46501612797549,1.94419227264994
11.3581447676212,-3.11579678259273,2.64436817249499
11.5740728285679,-2.7467634203486,2.421363091209
8.0879058215143,-2.24953256496653,1.5351703445549
13.0123884481404,-3.31006768827511,3.72730083113385
10.2098155168675,-2.45359587767361,2.01717929327947
7.75252952881305,-2.06048830987173,2.06559924806905
6.92449238196978,-1.72854122369591,1.9499597586822
10.9375662636775,-2.70170145136923,2.51991793560063
11.6173630260238,-3.03308319475022,3.34547774829637
12.9396997055812,-3.19613966212051,3.36445238363345
8.25488078046067,-2.12607168718403,2.33233115341338
9.03239714109631,-2.54083156229125,1.68406726792222
7.4588583258219,-1.98764549792948,1.72020748150725
10.7479941517491,-2.5754216492821,2.47390699532491
11.0936389161618,-2.68495476845813,3.53661906565905
8.32025007685071,-2.01819680968427,1.27851125263806
12.1857758494672,-2.93974767448502,3.11391418573011
11.8715174658808,-2.74358127123504,3.13981972740134
11.5216932268553,-2.96177759319484,1.67802605681288
9.3628354575513,-2.32126007330547,1.726723089516
8.52469044897188,-2.0305067272982,2.07779901134856
8.03714405562274,-2.02334153209138,1.58802023725494
9.19691118162922,-2.32999941062199,1.72441564831819
7.61762893226983,-1.64859298222858,1.9290325051209
10.4153348843987,-2.79123193815073,1.9273646673521
11.0890374264267,-2.70062818318519,2.21436263881047
10.377987329412,-2.77517185029285,3.03260387554651
10.0821586629469,-2.44246594555744,2.42235972710254
8.86478328921319,-2.0624662994326,2.02622008780628
9.21311592524902,-2.22814782643152,2.21948785583148
9.60846696852046,-2.36774571428236,2.34685822187136
7.60381762267582,-1.75742129147571,2.14112823443495
9.33979034836624,-2.44884821913065,2.95353494223385
16.3808897420659,-3.7614860391657,3.88012333870352
14.8434706432122,-3.6190879117432,3.63545341120467
11.771244658759,-2.82828032173843,2.88111847710852
9.24786555364164,-2.11333451033308,2.63201343478426
8.47768010532886,-1.9680755215256,1.87538604860372
7.22277882846152,-1.72635419151692,1.86779881407739
10.228216320335,-2.42614032306327,2.58456410498492
11.8528727962648,-2.89166801976478,2.3459450534876
12.4478553459687,-2.76181039295233,3.9041591453507
8.73677847418934,-2.42767187012254,1.97307810701336
7.71449562876458,-1.96606961263666,2.06489153185333
9.23104251333414,-2.48137614122703,2.46389206295587
11.487833884771,-2.67735931666793,2.12496290558329
13.0994080849665,-3.35537420483483,2.66827054957259
9.52856171927982,-2.55619469217685,2.4125992904858
13.3720315652293,-3.56908432687602,2.81282150623155
11.0984579344139,-2.81026885142622,2.28881173061705
9.60826054699808,-2.82369533469226,2.6114229328463
11.6502513036095,-2.51553058557321,3.55444972482516
12.3223925002739,-3.0120103767478,3.41778308415797
11.8696325087182,-3.20253756639295,3.22016983779212
8.91093077574762,-2.18294458139866,1.6281708888652
8.23178414389614,-1.88716086827087,1.57855282450595
6.33751859017638,-1.57777694310028,1.46404256127697
8.32929324261774,-2.1240460849747,1.73441326761603
9.64026339301482,-2.49757353981038,1.91821076919775
9.21690955950971,-2.21703865634314,1.79363196978271
7.79959411043944,-1.85060046321982,1.88371353960357
7.82483783892934,-1.99023655210153,2.05788800219754
7.17605124961769,-1.65075447950819,1.87777520094459
7.32972562795585,-1.87370532231495,2.12576237538557
8.95219713599415,-2.34091402026809,2.26999569365303
8.73723740287138,-2.2639916869865,2.01705849973805
9.39110224646922,-2.25814459688894,2.6346994520574
16.2568772597881,-4.01644957771082,4.09336368723164
8.74061379110328,-2.37924967171459,2.74438160599644
11.3047252497754,-2.53160396286942,1.93141841285228
7.45006991370022,-1.90302463385945,1.61970145467041
9.49031115583754,-2.24178824106401,1.69280028485677
8.82213307890242,-1.81701307060507,2.43192675391298
7.2368404593395,-1.93761830820177,1.62665585162503
9.76089323115044,-2.39160657776064,2.8189173117855
8.79803871505643,-2.21321915063053,2.24654137857536
9.73117849364169,-2.46620710996856,2.17682957477248
9.63010280151298,-2.08907099600374,1.16053827327677
10.3062719388634,-2.38891668352079,2.08737371401296
8.07936087660751,-1.98930901743189,2.35609930678508
6.16790059768706,-1.55953057626842,1.14203374539989
7.33464684463149,-1.78308015714153,1.49126913293753
11.3666458683961,-2.86013492412126,2.93451085769131
9.18820743725306,-2.31002989033131,2.26788766157611
7.77922166596855,-2.1213829553106,1.76644881212126
7.54080938984447,-1.83376457879457,1.70120944583289
8.94184541555784,-2.37861833008549,2.62880229280165
8.63571250844534,-2.22416091783961,2.13739229615392
11.3611023960245,-3.19260866601391,2.69396344036753
10.4682652299763,-2.27119465756369,2.10084631502313
8.1180886743405,-2.0644043636671,1.84225433789476
9.35500312737629,-2.54402577712921,1.46323960842395
9.89842898872974,-2.57317439929472,2.04326637377141
9.99936625252302,-2.36713026452836,2.90980865195187
10.0674391095986,-2.62552365988941,2.21909832761047
10.9091815252867,-2.70237985119071,2.50211243390657
11.7921267707807,-2.87952765521151,2.14625457905516
9.89317860449424,-2.39418284321069,2.28842028776152
9.10071053790622,-2.1298683679161,1.97553699118091
10.2323302372967,-2.65273789109401,3.06362849035658
10.1275093652988,-2.8084923407945,2.11785819143244
7.78696570881218,-1.81529767786154,2.4470732788095
9.57172084706439,-2.18682659040811,1.89899172877869
8.72447880618835,-1.89390248535223,2.2182692290483
8.34127287555045,-1.87945516463896,2.3613108041088
7.11101454885146,-1.86956984277622,2.40507449880334
9.67550156568304,-2.37310008674564,2.28096092138214
10.6285130150833,-2.51909096672916,2.77745535216012
8.45294573279159,-2.30062745434853,1.97774607770709
10.3849358956369,-2.84713386431695,2.02109702615282
9.81893098303131,-2.51653703454185,2.12581620729862
7.76260189407312,-2.07126606742725,1.93722829227489
9.19681232060516,-2.24697100641223,2.18278507640913
8.4703963399843,-2.15107486541712,2.67351079991392
8.30075332198585,-2.09130370218603,1.7788798338384
8.31091553837221,-2.0678701061073,1.9435573100502
10.1036446991717,-2.34159160430518,1.9005993595651
9.88950836919776,-2.34465021008133,2.42942757681557
7.90195611575735,-1.94997376581289,2.31727570660823
10.1610843206533,-2.56019981483626,1.97436543209539
10.6612177371927,-2.75876747585489,2.82067864762009
9.61000898322072,-2.71111403187811,2.23441982175081
9.38821043622966,-2.17590683499354,2.6287478325698
9.94927805305763,-2.11919848356507,1.42902181822175
9.61084772484633,-2.25512735773717,2.60564619370606
11.2678299689245,-2.63325637952094,3.01998717048097
7.58739699150752,-2.00134009643612,1.5226131257991
7.28384813125516,-1.91979608485765,1.98088679493408
7.5651877888973,-1.94099461965162,2.38930087907335
10.0165188857396,-2.54381462995673,2.75293243095711
6.94388486267997,-1.67123928629165,1.6966438816363
10.4223714194997,-2.51885595843659,2.54603065091371
9.93498548546654,-2.45291396914996,2.66216377521827
7.3686166685454,-1.86786459606808,1.91125715680676
11.9000481680634,-3.09035898654101,2.56613211037635
7.35084597939661,-1.77927200228226,1.58131490582972
9.14131832125102,-1.97028546576104,2.40410999370987
10.3905873104468,-2.67052138294591,2.83298058421654
11.604979617867,-2.62538768393206,2.77311975137781
9.79983865919938,-2.37492037815738,2.33393967450702
13.3689805944081,-3.22432679969696,2.55269054291389
6.91665739172906,-1.66382211388815,1.55745017316998
11.522032963128,-2.86670652880034,2.84583894619921
12.347367393148,-3.27817283763328,2.85940804563388
8.65512879973455,-2.16159742354515,2.09097961656127
6.72810629401299,-1.89224738553899,2.27903701601036
21.7254322077801,-5.36310444142071,4.94875701425888
7.72729387550803,-1.93084323270841,1.84667821767138
9.08353328601515,-2.52156323554287,2.16963933860253
9.33386401564237,-2.27167880388321,2.47287643318373
8.60216902547484,-1.99527337820648,2.25063658099409
8.68552126705408,-2.37642933978939,1.97834438095518
8.88566234293325,-2.48269336579329,1.82928417786546
9.43906215363044,-2.64320843314599,1.87488268334606
10.5067368575991,-2.76269307614928,1.83937867326227
8.93574926794799,-2.36651428975073,2.03461987662236
8.79920984934116,-1.99165869790346,1.79045545095304
12.3791114695327,-3.1855653640467,3.19524654380294
14.5765950141675,-3.81283147858039,5.71418644533322
10.2642565726422,-2.58270814661109,2.88639460829152
10.7884496719332,-2.44014649866738,2.65482319520574
9.10836345376521,-2.31410822780619,2.35917765726829
7.47354084337665,-1.91487555005193,2.25632833390769
11.0681624306497,-2.56090240080008,2.36759980142668
11.7183300568433,-2.43855597974796,2.64739913180009
10.3214836822516,-2.4240144018664,2.56424173029727
7.16380837509164,-1.83257821146001,2.2528957086235
9.22733447739041,-2.09814293353702,2.26952786262133
9.5123693572059,-2.46569717887882,2.61070393308471
10.3217753554805,-2.67514540247573,2.46174903887248
13.4234383188798,-3.17512385603723,4.06725763254199
8.12352330997317,-1.99628578202448,1.98184446297177
9.02718937119579,-2.49918410821629,2.13772689852195
7.36692602921732,-1.86840465207811,1.66981706304585
8.56877838062127,-2.48259737998276,1.62803267904085
14.5419273885207,-3.8272306363699,4.17755043119016
8.28260339000352,-2.06758456515034,1.81947538615154
9.22309772705932,-2.51157077479853,2.09853849206497
8.65819639269555,-2.14603896293651,2.14748535393147
8.68909402149123,-2.05771132861552,1.72258509029209
10.4893260210633,-2.34819281422982,2.40156383092497
8.37690936088456,-2.14977121664825,1.61709928348299
9.61898952760782,-2.69307665882662,2.03581143899108
10.5931174120527,-2.77749949389408,2.06402775689781
7.7149020216153,-1.64083158033492,2.1835634879796
8.01283288969683,-2.0542413627379,1.1410056632018
10.4486186843513,-2.58334732927058,1.76266922753415
9.87897399565672,-2.82942215361599,2.3818167876807
12.2984480281668,-3.05294377003706,2.2552319873255
8.74456236185921,-2.15127786159668,1.78379318294698
8.26426425405188,-1.77512395400947,2.05089770407244
12.1570401995965,-3.23358678178093,3.18652594142259
12.8427432176939,-3.12544478801506,4.37692856880305
10.1024490728264,-2.59734127482411,2.82282142717006
8.91736973129492,-2.15623197609965,1.81066035107229
10.4935239312733,-2.61242198440216,2.14588140329349
9.17296374328408,-2.3246219248978,2.42402746995651
10.7982892072059,-2.59762553958538,2.51038026170745
7.19546160015504,-1.75860629159222,1.83258163373508
10.6588098376083,-2.74351092257695,2.74245896404769
9.05428037887109,-2.17913570726629,2.38881698987604
8.82769672697898,-1.91595185968277,2.15469957075447
9.26901925874016,-2.43132523727015,1.90979097839445
12.1271731758253,-3.24653095070313,3.26720818222729
8.34369194970834,-2.10841833553253,2.17531140427514
7.60965182586389,-2.02723834462053,1.78860068179001
9.36132833483633,-2.16401830169803,1.98689654300137
7.47831925401337,-1.81189410257226,1.64379375240725
7.1092514571749,-1.79708927639487,1.96428723038314
11.451158052893,-3.25483218395909,3.01328515484735
10.7433016988449,-2.5321134461468,3.07490562696627
13.1353966604181,-3.25679673813676,2.90356329869305
10.0260933588547,-2.46196306493303,1.87705678019547
9.47766158299295,-2.56749604916723,2.18653605266188
11.9649752107674,-3.00167175026742,2.83488946743737
6.92191275641232,-1.87256832589939,2.01100279162523
11.1907033363889,-2.80969292369696,3.16793355486707
8.74092728398982,-2.03398683900431,2.43271370682488
8.85332320810654,-2.343637405592,2.18082026560536
10.2875260550723,-2.49353918838913,3.2876572593471
9.87018323865217,-2.45099073051442,1.98089007823229
7.48653964779864,-2.01528582799335,2.12702802364973
8.75841222946407,-2.06722841717579,2.02508617793458
11.094002471527,-2.7932205738484,2.71002812107938
10.0240753212155,-2.72700130384987,1.83559749030093
8.19890015660165,-2.10177788111168,2.1808708728475
10.0313401268203,-2.66223190270105,2.32547702665233
7.41690742811664,-1.76474655419129,2.02078989776113
6.51163271452876,-1.76116074917778,1.20145622762923
9.14731159358291,-2.27610781358802,2.5744936325114
10.9280164544454,-2.73034826564277,1.9035181485765
7.83117419200422,-1.88999685979084,1.89294226082725
13.7966107893657,-3.50217724269231,3.35405207578237
8.26300302426624,-2.17577692872253,1.71481824382199
8.8918078467636,-1.9912982035978,1.99464441800047
6.96809957920557,-1.81267931718261,1.58985946406324
8.28493296896312,-1.89570362266406,1.71332249415845
10.355688857569,-2.51869666421367,2.7784649038624
10.6650910219331,-2.96932569591347,3.03967207220143
8.95559693618674,-2.35385603583269,2.61812514533171
12.1767915605029,-2.89636160122975,2.75799891455148
9.13479686907576,-2.13836506846736,2.23476213240871
9.30259258642628,-2.41201158793279,2.70955373566726
7.92143899985271,-1.85695762835624,1.80181082689711
10.8142283460287,-2.58157478953096,3.31829976475636
10.6375282620668,-2.43468034936222,2.66188940748004
7.77190367355614,-2.10479530122172,1.6793089239197
9.72482109887121,-2.47858629784448,2.53104137219288
11.8819731725198,-3.2546576566387,3.3951820462044
8.11728156511802,-2.22074706495056,2.10407038614038
8.05185053560398,-2.09549864247838,2.14889147429692
9.67204124268582,-2.0669955481742,2.07733228424692
10.0372898887842,-2.41353802545937,2.70196309093596
8.23151071815612,-1.84251340316089,2.13083923509014
7.70999404534527,-1.92923881511586,2.40989396163219
9.41895735200055,-2.31838696943753,2.46478825926416
11.3666644578114,-2.73113380879795,3.79965732728052
12.7076643470394,-2.98114331502796,2.95080455657875
11.3827510664162,-2.66552492346854,1.78573354080639
14.3588672757288,-3.57720436916281,4.10286675340647
8.17061548691776,-2.33165323359522,2.12256973621302
9.06623558789832,-2.16466910221176,2.1365442021997
9.26170245147532,-2.41734769408392,2.32848001045921
10.7866931459894,-2.47491980886824,2.76119218380853
5.37511174518537,-1.42944862672073,1.09716251284844
8.9640065657859,-2.26768010245419,2.61570235415755
13.6808564887091,-3.70744396539502,2.94118627025798
10.7765167768007,-2.58242003985876,2.59462092551634
9.91200853084574,-2.4329228591685,2.42170360410751
6.49906745506099,-1.7294392579892,1.90874515887702
10.8140245338332,-3.08454504699132,3.75897128313121
