"alpha0","alpha1","alpha2"
1.43614157698488,0.457164225586322,0.534429050736962
3.32007043602994,0.740929889957301,0.904663070563851
3.6542645045143,0.881269938545352,0.810300519663405
6.99055444566562,1.70771697859522,1.94187513224004
1.66793422119588,0.452999845625883,0.381674905579827
1.3823013121029,0.279687556071858,0.517046077752674
0.872992869725514,0.262023427862412,0.414680482768194
1.04214575445212,0.288945759372806,0.34989039864446
0.610006436542049,0.211124420425248,0.42903099580909
0.895622279793034,0.225118282273103,0.395805379786305
0.642662407192152,0.243466003085561,0.445541859762517
2.29076600986676,0.678086983392656,0.337875745526479
0.950398445329264,0.339776597484254,0.480323261983728
1.37758586824925,0.432124179299509,0.540381812586524
0.949180132178405,0.214487190986263,0.323807995620066
0.954283714328431,0.220289790377903,0.249354558205534
1.21261032184128,0.363745185239489,0.752609967358171
1.12329353063117,0.32371600536631,0.439974296087001
1.00660040321802,0.310406888459042,0.428257247507504
1.79183682573797,0.532794725157308,0.363519846074087
1.5412692898678,0.439461264192653,0.333943441785557
1.35793089315783,0.32815602928443,0.433450379374065
1.92596116716164,0.504176682803592,0.804843809208793
2.29786696354691,0.640529975806805,0.599023522341776
2.46838954149198,0.748769278609157,1.03229934812514
0.709108013495246,0.184775625132975,0.381450536168655
3.8351699266464,0.855582418925279,0.654154020661846
0.94009307366111,0.289631978339363,0.321487740515948
4.44446434431898,1.40220945207896,1.18824853813795
0.928346820431646,0.403756533214853,0.516584298580706
1.78152477551174,0.458432062366942,0.449074213302869
2.62537439257169,0.553561949572176,0.725387909546405
0.709160984635114,0.19531763223883,0.350947624300752
0.87736366276438,0.333016958226265,0.588803463657795
0.717736311098211,0.238156293743775,0.408310274225518
1.54603846829061,0.446302987436357,1.41734737858767
0.989532851017963,0.275294383886074,0.583609647063815
2.12764502659735,0.548108677145151,0.79093715172753
1.99469559940009,0.673575900830226,0.607825264848022
0.808639082514056,0.212611887783523,0.342753495767087
5.91386308500657,2.16819784009039,0.373182943155487
0.778454401896751,0.274130826274815,0.471585280945775
3.13003631940076,0.691911299955429,0.864351708463642
0.535942037276102,0.187094098190559,0.31952882525058
1.88467081690433,0.451655048403544,0.440578506531572
1.87615997688862,0.556664162832824,1.15524508433332
1.53755336205791,0.475239770278568,0.365344439978226
2.00403010749205,0.646952821750413,0.697041845446886
2.25725244335808,0.580816684458839,0.502470700288392
0.948796981715854,0.264261602284088,0.516097810602394
2.94461080499166,0.732522921071267,0.61788793084935
2.25387320760808,0.544279580033548,1.02027613466142
1.01307333697211,0.321047319052731,0.460187958771361
3.47351839767674,1.18007537494752,0.741850142145228
1.08917542085912,0.284809992669242,0.274829245388039
1.16385621914393,0.296001405307678,0.403450877050706
9.09991884110251,1.641552074312,1.67793607669549
1.64811805080275,0.53825571239194,0.499261050370388
1.93075748711358,0.583204389549958,0.365525974335128
0.919764777372864,0.233413455278567,0.623364648314098
1.23647920103724,0.426965870480624,0.403252698160791
1.03213947350233,0.255543514430181,0.411882746736408
1.24525407219228,0.309574582248798,0.410754193898665
1.86649234389081,0.556935917306321,0.676310686323091
1.29516177233502,0.318173685868105,0.402354392244889
1.72350706998984,0.480369368427568,0.452561128246654
0.316442183224665,0.156306280757391,0.280475252248316
1.39888508134248,0.406212961021465,0.442572603635977
