"p1","lambda1","p2"
16.8905243609117,3.99234844989841,2.99755290091018
17.1312329965257,4.04444644550307,3.03248622344603
16.9630299317334,3.99862757686796,2.97723343807688
16.8165143627805,3.98434195421146,2.96619159319033
16.9000342823101,4.00168853589894,3.00042411466609
17.1934192866536,3.9766267272486,3.0184226989479
16.8845794734186,3.98212807848423,2.9787620003376
16.8944806301456,4.0119803222872,3.00688635003913
16.9643677413845,4.00849588178575,3.00947248403823
16.9425331849053,3.9882409928407,3.02392473035006
16.9966931393359,3.9877137893366,2.97840237572003
16.9625668135281,4.02417512033174,2.96743465960918
17.037585829091,3.97599203499283,2.99442875613249
17.0585990114097,3.9468708251458,2.9810967000314
17.0356898480205,3.96049759547665,2.98796035064959
16.9418333007732,3.99035610600295,3.03533477295525
17.137976033799,4.05930257351989,2.9880474754303
16.8682457517624,3.96454493309093,3.00957628623223
17.2333224837078,3.95574132297219,2.96005130754091
16.9243714424274,4.01806045267803,2.99614289840846
16.9676685719102,3.99469885925578,3.01751653413384
16.9440112071783,4.02454419897735,2.99097366329503
17.1655312837014,3.95824023580169,2.99990326152791
16.945572922068,3.99818230516816,2.9976428853439
17.0384460616528,4.01099339911917,2.98245910873763
17.0630715205261,4.00437280225041,3.02684607300052
16.8173878044051,3.99231298963724,3.02740422335369
16.9253453484154,3.99183868081797,2.99540446542988
17.0191888258634,3.95448393962707,3.00831914073758
17.1867977671479,4.04966321893577,3.00072305480814
16.8886105730103,3.97734834083668,3.00277106095437
17.023864694608,3.98348783414888,3.02071412452785
17.0020625768007,4.02591847571026,2.98825113280808
17.1444205063127,4.00990615346082,3.03550003858696
16.9274177114469,4.01588107517978,3.01455406888516
16.9983333159041,4.00803356416071,2.97772717021672
16.8954563052667,3.98517281727611,2.97751813464937
16.9596972433323,3.98248994945696,3.03630307742304
16.9573873465217,4.03061201254623,2.95321757395836
16.9308623606451,3.96965608277013,3.0478274189982
16.9446982141093,4.03517180813524,2.99416895957386
17.0358659130576,4.00651689790805,2.98508344419823
17.0461911967707,3.99258939420812,3.02502561601967
16.9321738521802,3.98752550319975,2.98015331461478
16.896735025575,3.96416476603572,2.98528459526076
17.0136827219756,4.00068022237977,3.03869861143261
16.9054836225329,3.99267016572321,2.96851000823603
17.05708675321,4.00034782777126,2.98915536886798
16.9875242119751,4.01083866490502,3.01536216304053
17.0841298628188,3.99692992309495,3.01254195320239
17.0842300813243,3.99230463543179,2.99663732872497
17.0080104180655,4.03605268414871,3.02059714914094
16.9612314066459,4.00844624650024,3.00289222245934
17.0744307947916,3.99742025038312,3.01085502689099
16.9512931791456,4.01103765167662,3.01443162776979
16.9188516034737,3.99049670031022,3.00721374348673
17.0765525974155,4.01234903570672,3.01994988536117
17.1457446226195,3.96557683920706,3.03282703045952
16.934749343655,3.9819464971167,3.00310599278906
16.9237985447269,3.96971819784834,3.03122870434123
16.932084383764,3.99010229015853,3.02706182644887
16.9765180637456,4.03051029813511,3.02618023842085
16.8638037429372,3.9810078071252,3.00168490529209
16.9616531266318,3.97790825550864,3.01268241306092
16.9932630634934,4.04702146092572,2.97926243600706
16.9250663482061,4.028411667193,2.99525315025845
17.0980701074921,4.05909563930599,2.98597699895442
16.794198565051,3.99175942395202,3.02046310033591
16.8571512099878,3.96187722340514,2.98710396553705
16.9188581924616,3.98500280497715,2.98397886892526
16.8989574535975,3.95539214605594,3.00533592138329
17.194971455931,4.00463822810407,3.0171958486369
17.2253613759952,4.01367357495153,3.01176802665033
17.1114238878905,4.00921712995596,3.00385032853844
17.0405106081772,4.02351431930196,2.986995106504
16.9926271618276,3.98230031888599,3.02060049554868
16.7521285385353,4.018159253257,3.01172355860823
17.0535881737892,3.96951937468066,3.0100875921635
17.0091437595088,3.99954789158252,2.99410211084757
17.1024050186974,4.00908261477953,3.02990299013613
17.0577586460276,3.99764061912838,3.00414015300403
16.8877957322605,4.0126774680036,3.0072311111412
16.8547075255576,4.02323284420005,3.02103350545063
17.0582712740203,3.97387056334511,2.99522222730414
16.8540862289019,4.00187776804862,3.03552685447885
17.154523114037,4.02575330923034,2.96574191775509
17.0134000609071,4.00893832878767,3.03021167887436
16.9941985072879,3.99067603270739,3.00002947972694
17.2039403068427,4.00091560485623,3.02545929498605
17.0621460451259,3.9808847754866,2.97985611383791
17.1069105649875,3.99372579251118,3.02062783780746
17.151050511624,3.97753058105034,2.96779742228244
16.9887304211021,4.0139270119591,2.98366372636803
16.9401908990893,4.00097086073778,2.99380601500257
17.1586673212022,3.98262591268669,2.99655015126019
17.1357682890962,3.99311711405759,2.99737168588022
17.1484547726031,3.99717947002313,3.02031817256941
16.8195393325388,3.96999840728079,2.92024712157255
16.9578965881262,3.99722228417454,3.03388222549876
17.0049440704422,4.03948146880066,3.03619525100689
17.052844456843,3.99044049154753,3.01005950199983
17.0877446636043,4.0123198709768,2.98370538688875
17.0634696791713,3.98909785828855,3.0482525541787
16.8296517504077,4.01092746668846,3.02024948445243
16.9192952897877,4.0117807496473,3.07016058366988
17.1166791459256,3.99933806007869,3.01959385968264
16.9570728810051,3.9951560832969,2.98218374485682
17.1256870969208,3.97701360511571,2.9826698694597
17.0345914428916,3.98160258463695,2.97744442193977
16.8866543932805,3.97817725210588,3.00870654821221
17.0154229566678,3.94553595513331,2.97718600933857
16.8994871140599,3.97842325537015,2.98307373080275
17.0757761967462,3.96380490541099,2.99505396229184
16.85909066439,3.9756397587217,2.97173081431009
17.0990418984151,4.00293604316862,3.01395775939988
17.0779459096567,3.97143110893573,3.00778146019887
17.0172649595825,3.99340447103165,2.98585089133441
17.0906305498474,4.01787301350019,2.98310457188642
16.8960015526528,3.9892003598595,2.98848547024053
17.0876637995577,4.01971939517599,3.00827407140825
16.9026666600648,3.99318198238217,2.94304689048349
16.9591172425106,4.01112205065374,2.98908063249654
16.91454013318,3.97525003619579,2.97797799562137
16.8679090208376,3.99500056403824,3.0044425607737
17.0634640340838,3.98854220729781,2.99413039844394
17.0226406511078,4.01804970801627,3.0184422476703
17.2076494534052,3.98180367015915,2.96688821850843
17.0549551457575,3.9825415390165,3.00585581070164
16.9158054717411,4.02359809324942,3.00411226845885
16.9149721940487,3.97458529470378,3.02627883956353
16.9299829552195,3.93962246122008,3.07404431726187
16.9486947111546,4.01140192121259,3.02989350217546
16.966260812256,3.97241157421663,3.00479783519466
17.0557355806458,3.99555991760241,2.97497051282058
17.0080308194573,4.01336659448017,2.97960524041068
16.9155641790598,4.05243240471515,2.9936510778765
16.8852063206373,3.99534997492225,3.00681945591667
16.9174014395957,4.01425421115329,2.98743293117272
17.0553783992699,4.00447640439699,3.01992873681905
17.0506671917526,4.01520252894839,2.99368273970472
16.8782035715359,4.04998943976401,3.03255863362343
17.0131660796699,3.98205557520103,3.04814892819373
16.9803728041949,4.03697740648762,2.98490768160373
17.0740819583395,4.00132962148822,2.9627937582384
17.0479790599322,3.98465799465143,3.05083929389595
17.0733674589866,3.99302201919705,3.02022758640174
16.8049040793315,3.99331874155119,2.99213020707145
16.985549090031,4.04621128247123,3.02040464399719
17.1746946573772,4.02335743445324,3.00311192361177
16.9657781674014,3.99767634367786,2.99839071313502
17.1364004122436,4.01723267143099,2.9725400386055
16.9431631053862,4.01069342090638,3.00137816249979
16.9389530303614,4.01139459345494,2.96847812188393
16.9882619301523,3.98899617855548,3.01446948534264
16.9521104412655,3.97797572384926,3.02481600439947
17.1025456907558,3.96344126535999,2.96541089616743
16.9178775095539,3.9661779894999,2.98709908934743
17.0369313224435,3.98353390707878,2.97783305573101
17.1345478300655,4.01098032663339,3.07931634652449
16.8780373718296,3.96160891199025,3.01804575688362
16.9875328615658,3.97779485925327,2.97309979262619
16.8492706200123,3.99245408099631,3.02458684894031
17.0808938995519,4.01530088659974,3.0282473634206
16.9687721128046,4.00204840175027,3.02300925236958
16.9947100801181,3.97565974343785,2.98909331591734
17.0645942944441,4.03455129079193,3.03001473736424
16.9964127817337,4.01960866778419,2.99402137142123
16.8816025429309,3.96451749616706,2.97000524215564
16.9604617054771,3.99957052976116,2.99008255944623
16.9799429531455,3.97943182817288,3.03454173074845
17.1373100253455,3.96133530593447,3.02522791551719
16.9814429789469,4.00693388827358,3.00776542590208
16.9524454446668,3.963895753669,3.00839997494129
17.0196502959817,3.99608149117929,3.00007028901222
17.0329410225751,3.9639762962735,3.03661077957538
17.0345426288055,3.99317647492606,2.98713897456952
17.151501636461,3.94234245373324,3.01946675107097
17.0668385481881,4.0098524509447,3.00572896384669
16.9050954506715,3.98965815306657,3.0371727297548
16.9319937711367,4.03394379804176,2.97028034718387
16.9727407962205,3.95202668113346,2.99139383137991
17.0020756316809,4.04033764587521,2.98154454264358
16.8606511099468,3.98968233804629,2.98466821169682
17.0265940905625,4.02672779246498,2.98301243885496
17.0265348873828,4.00861379860199,2.97465986842453
16.9139815018022,3.97144988083819,3.03003794521598
16.9064935169948,3.99630583619911,3.03042796713384
16.9658387815011,3.99631964465017,3.00562295933147
16.9448586047892,3.95671136500327,2.98470448336218
17.009197891239,3.95089140188184,3.01508481014366
16.9245893235928,4.04712868021636,2.98232794000873
17.126357823852,4.02069843659235,2.99993926891167
17.013161440049,4.01284920551058,2.9767821195196
16.827895418328,3.96937012739571,3.0183883243659
17.0385841040607,3.97025192428743,3.00014925054461
16.8326752076709,4.00293316187542,3.02206968916099
16.8198784307132,3.99647702230927,3.0075334190758
17.096396814141,4.00773206840361,3.00290815986166
16.9690769585156,4.00258205319575,3.01199073656366
16.9947928542571,3.97076719563481,3.01169324895393
16.8178910197891,4.0085647879765,2.99280865391279
17.0516361336013,4.00228965772308,2.99336346328042
17.0668801296554,4.02211700933838,2.99179903548379
16.9775423570727,4.00935885616374,3.01529630115964
16.9280352700203,3.99044781987485,3.03739537777869
17.0212681218568,4.03059851676858,2.9976855199614
17.0352306830708,3.9603380832931,3.00266348177039
16.8521371215266,4.00915016875085,2.93293305359569
16.9962771146667,3.94988022666946,3.02040088981931
16.9292484892804,4.00171874363853,3.06316092341497
17.043894954547,4.03715016172282,3.00689672963666
16.9618943127623,3.95943773009439,3.03627637521082
16.9709671430644,3.9953762778858,2.97255309662792
16.9167983437886,3.99986473704887,3.02681317276259
17.1710573952335,4.05528496497621,2.96668777810939
16.8087016034774,3.97792093790613,3.02534622237523
16.9993305621403,4.01976578838123,3.03059186579506
16.839555273765,3.97824198541668,2.99373115250506
17.0426112929969,3.98401843606194,3.0169029845816
16.7295188320389,3.97862027041736,2.96079663120536
16.9888107196783,3.987792614584,2.98349869307476
16.9749853314915,4.02782413403562,3.03464351696563
17.0903349352117,4.03213101317819,3.0141234961101
16.9070908388328,4.00499809801125,2.99788490851121
16.9929785218133,4.04854855501025,3.00357687902359
17.0996224880895,3.99091439646829,2.99187106416623
16.9533054335359,4.00272497895323,3.01807665605882
16.9209271602367,3.98538755103746,2.95790168148745
16.9622255786668,4.00498388708319,3.00446793061504
17.0598076007347,4.04942709143286,3.0037385699948
17.018101843388,4.00322769904865,3.01951821479163
17.0626041870447,4.02349415887261,2.97791876922133
17.046672587226,4.01247571936701,3.02522505534371
17.0949762401078,4.00712574955303,3.0046124599858
16.938466092835,3.962956000444,3.02200793582367
17.0945501981809,4.05994888920199,3.00564429600536
16.8967492146292,3.99438378855949,2.96234588915732
16.9146504793006,4.02589628917614,2.96478059411358
