"beta1","beta2","beta3","beta4","beta5"
0.0705894269841753,0.0694934847676532,0.0546715041504863,0.0309193605038324,0.0280639435544676
0.00574172848218128,0.00627157982652324,0.00602380433587943,0.00593394697661589,0.00592419818267158
0.0064329911744362,0.00669500228413901,0.00642557308734182,0.00624294801996072,0.00634679673935535
0.0610562812230413,0.0610156858768269,0.0514411841686993,0.0293954834865499,0.0262549544161387
0.067868866314685,0.0661788514763344,0.0487229709407703,0.0306286604677612,0.0281647537832432
0.0261017364314942,0.0303533252260399,0.0186258143061998,0.0369100750964878,0.0350390502257621
0.0676835171634772,0.066987252968615,0.0517306088844026,0.031536616152985,0.0285558191807888
0.0669013864447392,0.0697282102957899,0.049782393824761,0.0318117143090886,0.0276885419091107
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0756019089277984,0.108533192664567,0.0695470873626012,0.0185297514005655,0.0126745622110915
0.0629104597678462,0.0712128788941018,0.061908059643227,0.032579917354483,0.0295632650945583
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0662633338295802,0.0695103220453675,0.0493151821092375,0.0314052220018822,0.028892021446228
NA,NA,NA,NA,NA
0.0628382604929734,0.0638269888951573,0.0529076438883348,0.0312001357475624,0.0270426644376211
0.0692940452577186,0.0759241064690181,0.0616182033054546,0.0344699932609835,0.0292163616307886
0.00877222363070528,0.00981070861080841,0.00925612991701684,0.00905204578768606,0.008746149681923
0.0764090077467669,0.071317211364842,0.0546928460422994,0.0345357947639122,0.0289663001058087
0.00698286766462096,0.00793887211417006,0.00745973953344264,0.0077335016635968,0.00736606328270337
0.0716597937064734,0.0660880314929792,0.0543277645244872,0.0316937569046441,0.0282331350251133
0.0720330596774964,0.0647635602787392,0.0474275745380368,0.0312742116472643,0.0273861808525918
0.0664551601035777,0.0608125122570596,0.0538240819801083,0.0292607638878652,0.0249775910412273
0.0600848867990282,0.0659163421624364,0.0553478373027738,0.0299912329567687,0.0269548730567686
NA,NA,NA,NA,NA
0.0509845550395531,0.0735689081681461,0.0542176622794998,0.0338831929893044,0.0295461385573817
0.0641145309550849,0.0690031895623141,0.0476104392814728,0.0345170132977953,0.0290744790921993
0.0661498230016015,0.0646827871703226,0.0481839744419202,0.0311073965377475,0.026553334418838
0.0648384678436901,0.0679825571233259,0.051718264724436,0.0328832832205087,0.0280913957154688
0.0549611548538342,0.062870655976938,0.0511298223625465,0.0305115350693229,0.0270314373652454
0.0654496563029842,0.0669348702713645,0.049678720565278,0.0321132313456294,0.0274054712465057
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0699151349899934,0.0646241117555947,0.0494129109882778,0.0313401515806043,0.0273290268718387
0.006803328728442,0.00732473514176269,0.00666692822650014,0.00686933947285025,0.00702028660121514
0.0620001870668587,0.068774242753383,0.0523775888783504,0.0326464142812334,0.0287667214883001
0.0701333398427608,0.0635011400125309,0.0475153310053957,0.0292815647606462,0.0264272134499546
0.00932221221280056,0.0105709511876717,0.00942095831014955,0.00948018511509979,0.00946738081179087
0.0727683915599057,0.111151123448596,0.0728930389963853,0.0192505347172742,0.0118468625936903
