"beta1","beta2","beta3","beta4","beta5"
0.0676391077926093,0.0634836454349118,0.0549042716216569,0.0307008549430005,0.0270384524588658
0.0585803344348878,0.0617774033494457,0.0537405639121568,0.0295577670126909,0.0259882795056112
0.0267623558716277,0.237547819336705,0.027220724164007,0.0300709390051357,0.0771687421521823
0.0640432630875838,0.0721525445652449,0.0533591384033555,0.0326072372386397,0.0297126217934094
NA,NA,NA,NA,NA
0.0566859909584485,0.0666713346616482,0.0566527015601909,0.0324194321985173,0.0274175974125303
0.0631479925428283,0.0688777249140062,0.0475927869183505,0.0317641125139428,0.028265043848734
0.0712451924759386,0.0643350790155805,0.0532753489678132,0.0302494642217924,0.0268004659296902
0.0698381136595507,0.0607570661861198,0.0449619298339264,0.0296223819299607,0.0272169270811854
0.00534662419312021,0.00566894467812642,0.00536543033578296,0.00547683034655984,0.00553851925948655
NA,NA,NA,NA,NA
0.0571708010533153,0.0679480373916357,0.0493779126135528,0.0314828799110015,0.0291505575556476
0.060676875821494,0.0647694848851553,0.0529225608154298,0.0302650758814195,0.0264178181780643
0.0724088469469118,0.0672373378340165,0.0477773912478449,0.0306179134652537,0.0290577880930079
NA,NA,NA,NA,NA
0.0616970131694176,0.0699853729405386,0.0497029494765397,0.0351237534013233,0.0298011859654784
0.0619381348473024,0.0726780232563848,0.0590008902945884,0.0328187260017444,0.026784019651308
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.00522720075180995,0.00562732620856859,0.00561472193405483,0.00531677305058411,0.00529587971046783
0.00645012822760904,0.00694315848273106,0.00646377655628367,0.00650372335739069,0.00665794373281685
NA,NA,NA,NA,NA
0.00594509220039457,0.00638064334444379,0.00592478654004911,0.00609070273335494,0.00624932290447108
NA,NA,NA,NA,NA
0.062343301491923,0.0632003353628049,0.0576211980477903,0.0295226012134055,0.0251484105487442
0.0580763900552272,0.0694748561627027,0.0518896699566831,0.0298433073985226,0.0290230996782296
0.0552366009151631,0.0683859547915524,0.0504188219885782,0.0333318264643906,0.0288246469649183
0.0714927703353533,0.064455132425888,0.0607831717582662,0.0313156115672809,0.0269257238448534
0.0616621586612421,0.0675642256789169,0.0510976384682816,0.0319926925454867,0.0283910542070787
0.00833396869192561,0.010326133704965,0.0090814467882998,0.00926322429778199,0.00936572879865434
0.012432642740634,0.012209147981989,0.01079873819338,0.0134975075685648,0.0108382262233831
0.0696080320795471,0.0656384876021406,0.0487580471297451,0.0307223394055935,0.0269946597934481
0.0577233216896588,0.066126793633628,0.0550365027103442,0.0310688616932815,0.0266594147796696
NA,NA,NA,NA,NA
0.0125914572788485,0.0194279926297977,0.0136679319282391,0.0152772078690272,0.01598991261021
0.0058792787845477,0.00630518381966963,0.00623508769442522,0.00619725317784523,0.0059356438154976
0.0697822912561344,0.0659561575352682,0.0482800734677859,0.0318653683344189,0.0271779743177743
0.0733630732088735,0.0690836361884798,0.0542135982775039,0.0327584717550447,0.0282105217477405
0.0687313409309552,0.0636684672530963,0.048760553247799,0.0304152832703997,0.0265453145995308
0.0594558967061265,0.0635138445673461,0.0476402492135087,0.0310948977900953,0.0263894361278085
0.0656037676896682,0.0647312319559185,0.0498526601846401,0.0318402352778412,0.0278553479349325
0.0671057634151173,0.0593119398147863,0.0489828505345151,0.0285372536584399,0.0241872622280384
NA,NA,NA,NA,NA
0.0672488414707633,0.064711853402368,0.0492059420081877,0.03171393290459,0.0267825936293708
0.0668739383759823,0.0661187409400766,0.0467213767725296,0.030889814531059,0.0269971280013457
0.0109533991482587,0.0124783380245436,0.0109663046851321,0.0108270603039134,0.0109599037708456
0.0659147517568558,0.0656185557567998,0.0498532144623024,0.0320429766404977,0.0277609935022944
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0674666382678017,0.0654199353564587,0.0545707467821272,0.0315402983551701,0.0275023787305955
0.0735029181771434,0.104396111606093,0.0728720509087223,0.0179027293291128,0.0116926444351253
0.0662091933259606,0.0625600852641364,0.0540319408627643,0.0293516665183132,0.0258166425041639
NA,NA,NA,NA,NA
0.0605199815282544,0.0632867974285433,0.048119105186737,0.0304043178471312,0.0268924998340535
0.0651263159641733,0.0685684303784375,0.0515845471666964,0.0337180625803659,0.0288431716567052
0.018068233882131,0.0278774448662978,0.015714396412752,0.0459650894463264,0.0290338758895735
0.0655291113073781,0.064305696501667,0.0527583080240883,0.0311403372215399,0.025656352951917
0.0673056489849733,0.067242678866879,0.0504369464035108,0.0308887112179109,0.0274391154790844
0.00962581155276552,0.0106839678823078,0.00990974787287231,0.0106694524079374,0.00956466143706531
0.00511036528449835,0.0206078310383555,0.0183720280174836,0.0157337513563827,0.0165145364737999
0.0688627473912789,0.0679183387454325,0.0505390644328368,0.033373555212914,0.0286232294083254
0.0112556481906491,0.0202682898330565,0.0126647366037752,0.0164934978360021,0.0190206243983326
NA,NA,NA,NA,NA
0.0620499873098554,0.0629627821890524,0.0473844251735423,0.0307754918181747,0.0265351863184585
0.0639027322661556,0.0610047536910638,0.0496532402831775,0.0289049051789447,0.0254422541060809
0.00583401765807107,0.00619879556751063,0.00606084960521984,0.00580820261794174,0.00589063222573557
0.0608948833153572,0.0677014225408007,0.0571526015313072,0.0312868015174728,0.028254118037196
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0652145622059812,0.0632837465612299,0.0548014662478255,0.0315632877077428,0.0272749617182774
0.0235208655725016,0.023090738811264,0.0211649972976392,0.0181986003602993,0.0158612615743477
0.0679959790180469,0.108345955815882,0.0713370667617745,0.0198948182320908,0.0128857113127499
0.0665323866842936,0.0687318137889182,0.0546302407210714,0.0312331355840641,0.0280746268725689
NA,NA,NA,NA,NA
0.00695687322046639,0.00753650652830304,0.00732389352137504,0.00705586443105741,0.00695935375458278
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0616230403042039,0.0651738196770967,0.0532997018934954,0.0318138016162966,0.0273354298341775
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0702437997723935,0.0620733096167311,0.0519205607258968,0.0299994887947673,0.025653872761645
0.0614437435280153,0.0641420656611212,0.0573113391582557,0.0307132766141056,0.0262595230969921
0.0612730888347956,0.0625045775620586,0.0508218379826758,0.0297828610842174,0.0257519264507214
0.068290758643031,0.0655044782237357,0.0471260818941064,0.030892801996035,0.0272295581053189
0.0754767351616436,0.0706425385021008,0.0550755848237619,0.0316101733862397,0.0276398729598897
0.0748202964921481,0.0660244697603936,0.0425823011557986,0.0305472426230171,0.030448825977052
0.071648843705085,0.06827383732882,0.0503326739947433,0.0323608453538148,0.0272525920598852
0.0525056938585201,0.0691041581159244,0.0563804681114154,0.0319357075739457,0.0270244547678348
0.0112330604415219,0.0171136988764803,0.0131517286580804,0.0139917818170858,0.0140816734240418
0.0600337582467785,0.0637154571853468,0.0510138240732607,0.0312984099393848,0.0265289040440466
0.0112779996554314,0.0130657023694666,0.0104645373490127,0.0114774127911866,0.0118133134323678
NA,NA,NA,NA,NA
0.0606298950198877,0.0690352186001664,0.0620909176155997,0.0331679266672318,0.0280988337911947
0.0624228883677912,0.0744138472533611,0.0519164269021142,0.0332479614205772,0.0307112989404069
0.0674913150574187,0.0672733669737323,0.0526226346531752,0.0323962473102179,0.0278463135822399
0.0593022247046809,0.066921631144372,0.0494021418272171,0.0319238568207462,0.0273515836165998
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.00767936459272867,0.00855681100430099,0.00783788415952032,0.00792438052676959,0.00798893628854815
0.0670012104860675,0.0698331414897147,0.0474922991080493,0.0333807969521155,0.0289326269938116
0.068252454957738,0.0619532352813496,0.0488082219028148,0.0299171508018245,0.0263199127560667
NA,NA,NA,NA,NA
0.0570986109145621,0.0677428540832161,0.0543121280454853,0.0316482994233148,0.0269748790523696
0.00745014973645752,0.00799598833614427,0.00756599287727799,0.0074039688842259,0.00735535416388814
0.0553886866968497,0.0650385352621598,0.0464048102636048,0.0319145141343707,0.027489774198371
0.0141062998894491,0.0275674485045295,0.0176235693005698,0.0178051340519239,0.0182744940792057
0.0668241201147996,0.0708893437178925,0.0486055717248394,0.0326120369840582,0.028555296293579
0.0680775383774219,0.0643732791924371,0.048782437022205,0.0305851924222901,0.0270923771614606
0.0620402898261882,0.0566259902037758,0.0536582693573008,0.026983657831163,0.0241093270993723
0.0746282845740553,0.066074347146054,0.053071352375893,0.0322163782957222,0.0271319331083581
0.0590227913794254,0.066043908339586,0.0519563468952489,0.0310910513720924,0.0266140944379225
0.0186361005057163,0.0294050476857163,0.0165689954865869,0.0226689057829357,0.0218028975540019
0.0158853374772214,0.0234795532497607,0.0152969378945776,0.0173711650505048,0.0188231675097621
0.0729392500298097,0.0655353296263181,0.0504347726000682,0.0320826032541025,0.0272139889587568
NA,NA,NA,NA,NA
0.0666377068731936,0.0679139675412854,0.049794549573106,0.0319503224549978,0.0283436255489217
0.0692351164702555,0.062674934994931,0.0444827752932369,0.0308575365675979,0.0268947679294433
0.0542993956587905,0.0704424767145009,0.0549733640296311,0.0339639451362239,0.0294830818385871
0.0611270507875836,0.0639087975463445,0.0548369783008169,0.0303022230466658,0.0269785174537287
0.0575003494806795,0.0660896051262856,0.0527765030512797,0.0317181332567061,0.0268934141454068
0.0671764171000732,0.0648580086325673,0.0569029560603456,0.0308351411041001,0.0263519055746565
0.0566567749427419,0.0640593979125786,0.0447000183894013,0.0303191785968101,0.0273528615712997
NA,NA,NA,NA,NA
0.0715723964738909,0.0587596086431347,0.047777177780633,0.0305257345159393,0.025897039685202
0.0611969406995036,0.0698384745886133,0.0512532071205861,0.0326174652971713,0.0278897970010594
0.0133705052897989,0.0339676600705532,0.0213788277504492,0.021107121807479,0.0210246568469176
0.080885490804206,0.065407527962552,0.0484671872508977,0.032266955380175,0.0275218836792058
0.00805377631936916,0.00927632632608723,0.0091855734609515,0.0103553128230115,0.00812573296017174
0.0712120009678102,0.0628990591848093,0.0557889856019711,0.0286192645259299,0.0252399592695391
0.0616236033648303,0.0659943485645535,0.0461550078319444,0.0311682724633581,0.0263211428425355
0.0604426341173099,0.0681281534993864,0.0488932257001884,0.0318035087983474,0.0282603867668152
0.0166809505922549,0.0253400137644986,0.01723755539006,0.0192707370947886,0.0191058246763755
NA,NA,NA,NA,NA
0.0579553307921258,0.0607507577696312,0.0463045872739663,0.0280550326823038,0.0252898522406788
0.0113036437912804,0.0149985530213539,0.0127963951488581,0.0108584031273971,0.0123409633315859
0.00932309630022345,0.0093136746958462,0.00868123147076686,0.0090285647209342,0.00854245393999004
0.0686754304788887,0.0634768394315541,0.0496462768243842,0.030622595923015,0.0264928594280036
0.070081575186917,0.0715038790692194,0.054203190658387,0.0327956747405704,0.02856938908529
0.0609538530602518,0.0647836136159677,0.052809003311703,0.0286513812645859,0.0286473571798239
NA,NA,NA,NA,NA
0.011001406772678,0.0111796466770203,0.0100768470671969,0.0131011911029237,0.00993336312872606
NA,NA,NA,NA,NA
0.0745340042897521,0.112708341144896,0.0688584656356801,0.0193092744479209,0.0125749844033492
