"D11","D22","D33"
1.58300535,0.08099011,0.05548337
2.5140801,0.06853092,0.11145215
1.56966673,0.06561567,0.09064767
2.01689285,0.07428396,0.05949915
1.61716089,0.12357138,0.10523609
1.30556565,0.14923789,0.07083165
1.5706652,0.202812178,0.110418064
1.50087783,0.03645936,0.081294
2.353665687,0.073428133,0.047054461
2.388031801,0.171605547,0.096160681
2.06398709,0.08981332,0.02881981
2.53172841,0.112254,0.06082303
2.690787293,0.115266133,0.095851924
2.58018678,0.127233835,0.146540471
2.03893161,0.09900338,0.05192958
2.57845393,0.03542445,0.04413911
2.662812952,0.144021824,0.105095823
1.48992532,0.09980658,0.12258755
1.345859996,0.108261894,0.106313757
1.711918763,0.079801236,0.083746675
2.32095371,0.1205377,0.13469919
1.951328078,0.127788547,0.103420757
2.13906117,0.06380722,0.04289767
2.19416867,0.14102269,0.1684624
1.37519475,0.08686458,0.13148502
2.598518675,0.087916359,0.074786033
0.91542254,0.09196225,0.09264607
1.80380498,0.076869997,0.100941522
1.62449257,0.06806761,0.07566612
2.05247544,0.08120782,0.10558063
2.624369968,0.154545169,0.104472148
1.15887818,0.06328551,0.0754377
2.45637724,0.07395717,0.08559008
2.15951788,0.18394663,0.05237521
1.61079298,0.0767725,0.06762052
2.16798041,0.18219132,0.15672032
1.00804269,0.09836078,0.05075335
2.78921292,0.06984552,0.06687118
1.85157689,0.11179237,0.0923442
1.95371883,0.083351187,0.154460056
0.546135827,0.055591463,0.089143677
2.044712364,0.079292374,0.093808708
2.14775192,0.10730798,0.10584604
1.239049318,0.185358968,0.062915403
4.002601973,0.152529188,0.095794978
1.662658686,0.066736378,0.180908981
2.328900397,0.08974174,0.102009413
2.498881361,0.089129148,0.062903267
2.02627504,0.10586001,0.19011945
1.206274346,0.040236276,0.055125417
1.689332719,0.097483017,0.100198686
1.780855011,0.133193996,0.098906401
1.197572068,0.081450462,0.074947711
3.85684629,0.13250735,0.03657368
2.26212679,0.04833666,0.06655825
1.530376128,0.118873985,0.084158827
0.65249691,0.14324406,0.12297461
1.057487184,0.117397889,0.056561417
1.58201059,0.01685016,0.10559595
1.0892464,0.11565541,0.05233284
1.84601315,0.12480339,0.13854305
2.639587523,0.138363016,0.06183388
2.242422723,0.113714147,0.051945086
2.810371608,0.037641732,0.071776983
2.36407943,0.06748368,0.08560213
1.17656379,0.1363918,0.06753475
1.37276352,0.04409804,0.14553181
2.451457318,0.08523104,0.007131189
0.906107931,0.115670888,0.031902625
2.15389247,0.04825459,0.149666
1.30507915,0.08948244,0.08123918
1.360338934,0.125438689,0.044937806
1.465381997,0.161190933,0.108797979
0.88082532,0.058935,0.05441254
1.55538477,0.16512878,0.04901879
1.429050571,0.10596238,0.122525849
1.2274742,0.06708917,0.06255624
1.34563965,0.11501534,0.07296999
2.20727872,0.0591065,0.13403988
1.74608294,0.06247045,0.13162556
1.24809067,0.09272652,0.03461086
0.722313935,0.085815984,0.106395878
2.01704203,0.03110397,0.04543651
1.34969963,0.11187503,0.09690213
2.253228623,0.078759718,0.069043906
0.90353542,0.11424014,0.07428513
0.9379228,0.1250156,0.1144497
2.222445513,0.05917073,0.112729028
2.10378705,0.13351474,0.09228715
1.205701726,0.121662673,0.083526275
