"p1","lambda1","p2"
0.281920294967948,0.0685432092937928,0.0629806541829295
0.420157623888559,0.102612973891029,0.0822641958585653
0.3375586783981,0.0784021499847003,0.0832528588597276
0.373180868804271,0.0953825935305613,0.0756266307673904
0.342446640117202,0.0855925347248945,0.0586811083995682
0.334566041752043,0.0790095396433571,0.0995844350159145
0.313208769493964,0.0872749304554715,0.079146400107267
0.269895996201816,0.0760611576745317,0.0881165348904721
0.305948166859003,0.0544993936880596,0.0869435559520427
0.255178215415975,0.0716069043699309,0.0878645312965102
0.328290860616916,0.0729896386315791,0.0753158944543357
0.26274176972223,0.0791025461614002,0.0622106906531134
0.330554899981612,0.0737149046764541,0.0675191869737763
0.368210261059412,0.0716519214300556,0.0620100147676598
0.319399497519617,0.0758149363530742,0.0787288804378015
0.334497664509147,0.0725733412948917,0.0956551895831266
0.343154905953341,0.0794567171552492,0.0680801773953055
0.25645993440394,0.0840743825239374,0.0831541326324581
0.259375867073557,0.080341148024534,0.0576062139028767
0.282325263846367,0.0651407108090117,0.0813287014307784
0.320004128141612,0.0649399304740888,0.0799761547019574
0.318470297100648,0.0604037959286173,0.0807368135208024
0.332499270254802,0.0509880250081825,0.0526739211739282
0.233624793063431,0.084642044329903,0.0718122424407056
0.344382073198169,0.0953750776926645,0.087874123400191
0.318198170660777,0.0577561850303898,0.0583430174286102
0.339892061938253,0.0656240874740032,0.0922783936848963
0.383477277651214,0.0694739891484058,0.0651381781459332
0.272005517222751,0.0655185825445229,0.0697719959597583
0.304174696660177,0.0712791410583046,0.0953610643215106
0.29897759501501,0.0732346971891209,0.0827282278454827
0.464556037688858,0.0548432354317061,0.0798653350326483
0.35938549311315,0.0706650450622064,0.0847224107703615
0.312029906107625,0.067213297119916,0.0835873022240982
0.42611489434622,0.0980909586687707,0.0641807155430765
0.332602818271053,0.0508470975674091,0.0733897938643938
0.2820704294524,0.0803108593425192,0.0647458520494054
0.329294120779191,0.0726369269915767,0.0764015675765187
0.333767635714546,0.111186044131052,0.0687407922062182
0.308999612782364,0.0744918277335917,0.0734234938690136
0.270772480995372,0.054225755793495,0.080178593278815
0.373907152039068,0.104025907411461,0.09112156111594
0.36894228552371,0.0928220478847294,0.0740053244409091
0.391312492633978,0.0847102704471518,0.0807299956610554
0.327691327472068,0.0890971586455405,0.089120561535084
0.342323305603805,0.0935049357700997,0.081500271764159
0.338904846230248,0.0835692054411651,0.0684245090596622
0.349986082449731,0.0844388439376305,0.076634335712951
0.334598594092413,0.0942047355871403,0.0583465270426085
0.326913149194338,0.0785806931203084,0.0585927705130169
0.29772744076168,0.0822512208923121,0.0651468608480853
0.236232525390813,0.0659160360678988,0.0751099082539297
0.28580117565472,0.0732437615311342,0.0968313231801599
0.238911554019236,0.0761070139914566,0.073867800690034
0.287356247920514,0.0740301292621272,0.0797026254092488
0.319752303495576,0.0866752813288167,0.0796326160929348
0.370526329998159,0.0867600700444636,0.0669410403914345
0.355614325475372,0.0602652145639574,0.0631439095877337
0.254019339830406,0.0762657678706167,0.122811761227028
0.268679474492532,0.091267506332606,0.0555114072576627
0.27558748974674,0.0899385619033272,0.0724746758285315
0.300501552573113,0.0797932993607401,0.0933667333080994
0.416792767891413,0.0630311768976193,0.0637591850148555
0.229484211584435,0.0935854982122819,0.0606216066017974
0.307136467021863,0.0957268668938781,0.0664409321670127
0.388714180854307,0.0759410183825928,0.079645353262868
0.3996799246633,0.0769429932863314,0.0791175360447595
0.35600147824398,0.0586216803886993,0.0743044836483965
0.358737600427351,0.0750065662248111,0.0752968217301763
0.340970885858767,0.0739732044858204,0.0836985351343639
0.36245223058621,0.0829874704972526,0.0850503780512478
0.318371481905018,0.0954682210195442,0.0917811711809773
0.3288501504836,0.0694447620476295,0.0723970372345969
0.273561619321768,0.0574129652228864,0.0963996758629563
0.280199936720805,0.067837264368857,0.0836450121725176
0.323345685087278,0.095886150447521,0.0975601025957365
0.335815934758585,0.0770746864070484,0.0730696058761222
0.329518483040595,0.0758514473557084,0.098634218308999
0.224096366309941,0.0750364306606304,0.0887731474779875
0.301246264930211,0.0680049287211171,0.0660057926337889
0.32700759153228,0.0785871381157773,0.058509201187044
0.348671663758898,0.0751381763884162,0.0951064643190122
0.299709312811959,0.103652249535973,0.0813250108782091
0.319909260881844,0.0726415357730672,0.0725600529055416
0.285081501788735,0.0711455826077457,0.0611656753742574
0.268911621705777,0.0559707856475929,0.0739766716009774
0.264217488367709,0.0453008274252232,0.073048944788731
0.39408627225965,0.063417452057724,0.0613690216746269
0.343275259278215,0.0521662062097882,0.0912233267234048
0.280257076693808,0.0878780716889403,0.0828007700895678
0.32339630842734,0.0625055152482563,0.0707436903946838
0.445282423637875,0.0902388328314909,0.0749030745002348
0.399006750493397,0.0709798794637133,0.0661075098761088
0.287268292086049,0.0748198831019841,0.0742443670249617
0.261041160816136,0.09883275807697,0.0380332469721327
0.279611475309868,0.0676912380588364,0.0640714674468297
0.313934607897278,0.099044887165536,0.0732267656872413
0.301680567440792,0.0850201542176434,0.0591134437242201
0.371466188344346,0.0909798195646361,0.0859442524858911
0.376788220485031,0.100827718899966,0.0839537970106065
0.349939244929466,0.0746060775626221,0.0873142137766467
0.300503197882189,0.0808688131414545,0.0989330251985169
0.318481046920649,0.0698613928004783,0.0801591747064543
0.34516647585863,0.0890193512047841,0.0694807413287988
0.327527330678601,0.0737122735928081,0.074089170448654
0.394325781744203,0.0751899857669594,0.0734794310605244
0.280570072426593,0.0772202803895565,0.0660388337842446
0.328987833722848,0.0793377983404088,0.0941363945016435
0.350008218128102,0.0895931679628394,0.0868906851406474
0.263408369354567,0.0834809884319596,0.0874009096584763
0.325530984128219,0.0954152385887684,0.0965844892293095
0.276075258982216,0.0802305221917256,0.0838568656944578
0.300902961351836,0.0772696007593591,0.0763097198711112
0.311922439708115,0.0796548899105808,0.0947824842942746
0.241252849143298,0.0692592267835782,0.055166714112653
0.242989430165743,0.0820084781035531,0.0859114014846147
0.361452832245229,0.0890544589295554,0.0664642796764469
0.343459470835458,0.0959420986355026,0.0803147076062873
0.266445605564609,0.0640246121666426,0.072109857218409
0.381970600367641,0.100459348834388,0.0451266379363716
0.37731935748059,0.0666115578559197,0.0522868627511751
0.353698655224012,0.0598008500052875,0.0628033604402526
0.356574822770867,0.0969465785277823,0.0818534667531062
0.271594136209978,0.071839039465328,0.0891685162779819
0.319452719838571,0.100261919494097,0.0732926675027219
0.315188799051996,0.0708583695399744,0.0912573014832079
0.367098680398369,0.069475432309609,0.0646872306818451
0.354611070005613,0.0765327902488472,0.0824800244159135
0.269831146175783,0.0598528154299367,0.0771387272430928
0.367643239815801,0.0902489927175626,0.093992797674334
0.236996693677038,0.0723636348634737,0.0541956641206934
0.342215748849063,0.0880356813701607,0.0736348496602636
0.275169049912085,0.0834676761545405,0.110856884376397
0.301786085518216,0.0869363501012726,0.076517969493378
0.316984163664405,0.0760179486256041,0.0669642879758954
0.336716331795173,0.0701906879937342,0.0782809091820231
0.307373451361627,0.0746907942585212,0.0802802667782183
0.232081067030256,0.0584057333475574,0.0812097379059701
0.325406202650576,0.0644841597603426,0.0765207584500762
0.310944497162049,0.10022439630142,0.0793415132703398
0.285590924079449,0.0668259763379505,0.0697055658851556
0.278557151260372,0.0570824244186619,0.0785284045422931
0.352241339631713,0.0533037088433317,0.0793530111703357
0.326108402876564,0.0684531451172819,0.0730592280456913
0.325879135904495,0.0706304563090699,0.0651701188125217
0.284176141300556,0.0734299374523339,0.0714162179749681
0.268837058571938,0.0719866771031536,0.0787967404095694
0.356494199960229,0.0487950111060714,0.0858004352605042
0.283957608413557,0.0757496034204186,0.109708980025206
0.316078907446508,0.0690238493655194,0.104681777654339
0.273855956264713,0.0778159881900282,0.0608525800890751
0.320522799701556,0.0738668979248294,0.0616555317540004
0.258409249031878,0.0685142617642773,0.0918670875255446
0.291808090915949,0.0831250107722668,0.0947127823463245
0.389653030867969,0.0765100427825024,0.085999721537046
0.289406425131702,0.0686081133998494,0.0913739748786076
0.31638395292211,0.07030541682537,0.0707295330905483
0.329359169259382,0.0684684473169142,0.0926223959606145
0.313615794287991,0.0430168062807638,0.0513360144500401
0.270329551760345,0.0751113219620008,0.0787384661457204
