"D11","D22","D33"
1.50206185308225,0.0632390733474609,0.0800844662971053
3.36503837676063,0.0989873546198117,0.189969105876431
2.14712618151382,0.114069415757292,0.10485673373239
2.65934035847719,0.0872221639415593,0.155984768492342
2.20209407594235,0.0438450232955486,0.119915313958369
2.10258178106879,0.171508794004628,0.102956442829747
1.83901397881917,0.0983570088017977,0.128480435536852
1.32476356715424,0.123129783242708,0.0886852168874248
1.74558227716366,0.128768425298989,0.0400877168275888
1.18474295561358,0.121126222907468,0.0805274624655314
2.04113086765201,0.082657632086088,0.0780242788411047
1.28182911664527,0.0563091226583719,0.107996919117548
1.98148929312988,0.0643918855641018,0.0809363168007059
2.599571915139,0.044256130947141,0.073324881579638
1.87497200202605,0.100858692966674,0.0945033077134819
2.08479011872237,0.150929810981212,0.0887064671221877
2.17752872099171,0.0593559813449674,0.101100893736572
1.22032992948624,0.113224532561602,0.120818371898061
1.19740493064801,0.0418108747510586,0.111768162087965
1.45410685434567,0.109664037248236,0.0647966614961096
1.96358668115866,0.0997570470869876,0.0693263242404004
1.87710711115397,0.1016241720401,0.0491613350299146
2.08099182235198,0.027609611539154,0.0218260196187124
0.995166164872027,0.0729530827958657,0.113500871567288
2.24749102016644,0.131866868619154,0.1592791848654
1.90124021436198,0.0521540019431461,0.0530502369987013
2.14595075923979,0.144957345730177,0.0559007773675148
2.72129744647568,0.0481312978534055,0.0663228545034517
1.3072342053611,0.0466879005373684,0.0526675339896836
1.66967475725129,0.138835005221649,0.0698380702453317
1.65714750358812,0.109010307853843,0.0874510856833125
4.12500876385955,0.0929752247604082,0.0371812975269675
2.40953198895048,0.109119461176165,0.077466903236783
1.7579617577276,0.111208407737551,0.0690036493534537
3.45771014938989,0.0575880005622526,0.153794169367536
2.02006993035647,0.062489793521487,0.00910887245281217
1.48026154757033,0.044256287992865,0.0829330948565074
1.99927966607799,0.0920371726107634,0.0848963061086784
2.10023481249914,0.0755074622677109,0.210642007365277
1.81050996666618,0.0830464618167978,0.0879596328191834
1.32505377826038,0.0999267906678157,0.0366744973705612
2.56370397211698,0.128770607833488,0.185363830738917
2.57806654420636,0.0868831791979953,0.138530648590579
2.84511997394106,0.0947515403169692,0.120106240192391
1.96228952024457,0.127117004318227,0.123334627228322
2.20318690627441,0.102420096355963,0.148307370468545
2.18111534250929,0.0708795607710597,0.113181494841716
2.30626873182915,0.096737377449715,0.116578769092925
2.10924432976024,0.046162333826882,0.159766326770499
1.97366393673866,0.0402387774863684,0.0968157846308859
1.62406613720342,0.0536641071099764,0.114990157948367
0.951563274469764,0.0764723959328763,0.0489608365778056
1.47624272774267,0.157608894464405,0.0845798003282751
1.05123424257707,0.0738209171252312,0.0882439347917399
1.51542988645095,0.0934135024185392,0.0809892209375321
1.88863840106245,0.09327886130441,0.118478534201963
2.61196977808857,0.0646446839242846,0.129106005897634
2.40711782305921,0.0559610233601165,0.0529046274612108
1.1912836830095,0.266563690947505,0.098269717769374
1.3295292393345,0.0322943070529922,0.140357986132572
1.40048465005059,0.0711136397484395,0.136197082905688
1.68409633526459,0.147634247632122,0.0994798566103288
3.28510534677267,0.0483319045082601,0.0424818757036617
0.94306712416865,0.0484721469824888,0.157454719596099
1.77764378657963,0.0601506406815733,0.166584830400671
2.8294889220283,0.0799985664385131,0.0713975301492503
2.98651745687509,0.0994648424515326,0.0936042144121446
2.41912720588417,0.0912751972789105,0.0437050890231515
2.48128999092039,0.079173294251703,0.0661764618817319
2.18218366958568,0.107317097788849,0.087461356845418
2.50695143139508,0.126842410923152,0.118087016146387
1.83230819977816,0.130763385769242,0.157286117229962
2.01016550421755,0.0752071676706146,0.0657222847212477
1.37112367209373,0.151520412519625,0.0406524070003666
1.42671150043268,0.106723608402482,0.0625647424687703
1.93549928279116,0.161725300773392,0.156487305532785
2.11184771461676,0.0796606369202523,0.100790188650458
1.98644503001594,0.159542549303998,0.0878370287322408
0.896497451368276,0.131938500168726,0.0916617398662049
1.69370623933508,0.0582265201761874,0.0558941979830682
1.94116613406966,0.0401825898044531,0.102907988638898
2.26521868455275,0.132066093614866,0.0693735549122607
1.61673284082015,0.0993035736651495,0.180610639090589
1.90316838725011,0.0561269031827339,0.0792694851621184
1.47201271091098,0.0447402349644725,0.0767720788737396
1.30728120311232,0.0703067450719225,0.0263813891979584
1.26385566455091,0.0705217237523953,0.0119761728940184
2.91886599747686,0.0314119734779917,0.0380287994610202
2.25358421867147,0.140226205449891,0.0379667048916093
1.41416522937476,0.106045664247462,0.128023172007451
1.96860476358588,0.0804255158678583,0.0504329723752078
3.77069633645857,0.0800546605208457,0.136543119406189
3.0519891117607,0.0667166787499475,0.0812979263288041
1.49834221698088,0.0871354418641978,0.0889107769017625
1.25727762447804,0.00620980571407248,0.176995967792366
1.46954527794497,0.0617524761164933,0.065596846996541
1.77959988223684,0.0776920262907856,0.173842711016629
1.69119909511055,0.0464122803143502,0.125750922454764
2.64943819181028,0.118985847908796,0.12856853033276
2.66668693549399,0.103675777233201,0.178350033824787
2.32221549059062,0.130531414789341,0.0898584579735668
1.62624215976556,0.145817820191264,0.0894159652910935
1.91353475139575,0.108312373595438,0.0818498331384811
2.21451957989001,0.0633039036081588,0.123696174334404
1.98444815788467,0.0833853124902,0.0871866365490382
2.92824538339707,0.0792452090949972,0.0918881971436951
1.49318327630482,0.0626944662451807,0.0933254947490079
2.02202870034379,0.146731421074702,0.0895392298604613
2.26407560557951,0.117574455418933,0.123591695641095
1.27793514752615,0.120655604287942,0.111721506557219
1.92762763420841,0.147164633634407,0.149745088422785
1.46032619013552,0.11740086857853,0.110595959761623
1.67051994129287,0.0786465924132807,0.0938489703587252
1.73837403769995,0.14376838602839,0.1008135079256
1.06081915374231,0.0361686961993817,0.0744989499245968
1.07502160783835,0.122961284694987,0.119405337183357
2.39394524880719,0.0454829660041519,0.120619433755199
2.21483894539658,0.096703340696688,0.154893290448152
1.30217465856494,0.0644368754287165,0.047987761252996
2.81282169903888,0.0123008668231139,0.178862423210591
2.63833626991647,0.0171543886215381,0.0542283415653481
2.34261451936292,0.0455504439962203,0.0443621424869951
2.3999679403983,0.112368429022709,0.158870014099255
1.32202453425843,0.126513084651181,0.0777494233867875
1.88726121836282,0.070539666761238,0.166597456323034
1.85069548213862,0.143240679957088,0.0673702531480334
2.51960921203988,0.0607977707386809,0.0764099311829227
2.34726021009944,0.101196722896254,0.0825987084483261
1.30851442721391,0.0951499997144719,0.0406278893767242
2.51969128309356,0.143783406001068,0.128027582827329
1.02210026484322,0.033296773574273,0.0899865774445857
2.07935462913261,0.0654934265125062,0.11770783264876
1.35181763564152,0.211175861136506,0.121860694784274
1.6816391093557,0.0941334627034553,0.128650412394392
1.84764528379357,0.0416989923202071,0.0762534429298816
2.07541089887901,0.0882282676167825,0.0782250587031272
1.7006210651006,0.0930851958424604,0.0795560041034204
0.927256424415898,0.0930771496618168,0.0383980930352577
1.96748134398214,0.0824773115281695,0.0474815894720153
1.8412390656718,0.101594813882191,0.171907308750343
1.5122046891312,0.0754551017224942,0.0677378008273471
1.44565984552437,0.0961491266578049,0.0513558590040198
2.29240093837982,0.0953843795135086,0.0368891303910284
1.95833447230985,0.0737464258526455,0.0607765945169933
1.97352194440665,0.0539857853072989,0.0645905806641657
1.49169227955654,0.0700048163228821,0.0847519614291639
1.35079866661421,0.095182840308882,0.0745711478673445
2.4442426285012,0.103918669697101,0.00932906114634732
1.46046902126656,0.208540729965423,0.0836122517158251
1.86684971368838,0.183071282848807,0.0730835252737033
1.37980647976445,0.0524711814817443,0.0978483432931239
1.91262458291831,0.0523107085463682,0.0865199981851755
1.23577689899767,0.136754608127057,0.0757519396415593
1.5948718367241,0.148362683025799,0.119000338531746
2.80060244241023,0.117195511493955,0.103984084463452
1.54603826316185,0.135429137879251,0.0709791409384146
1.80572636275568,0.0610935430251057,0.0678860418370983
2.00113848195427,0.133497653739777,0.0545865392816887
1.80707216020949,0.017203835484336,0.0113433795582524
1.36469797592961,0.102711512799411,0.0878056236689361
2.56131536111892,0.167673352715616,0.157467687487356
0.785149730906542,0.0610741315034411,0.0719118320909556
1.52237152857543,0.0453008189073664,0.102093066576016
1.01705091845173,0.0494652314453796,0.0483039836861097
2.31427316199153,0.124343784647074,0.102398720137031
1.97171662928835,0.0925177918490371,0.076184016734627
2.60133459631822,0.0398805963538117,0.092849122818944
3.1434722629702,0.122982620843128,0.0508519925923766
1.11913500110624,0.116260453572068,0.110133117351193
1.70153963039282,0.114661754917667,0.0550964061655141
3.14153020837446,0.0540171732352159,0.205687704760072
1.76108576152856,0.0575711840410626,0.0501702049608675
1.31945522025861,0.0238817904041391,0.0238739707229822
3.1350167315693,0.13716526484525,0.174824391061539
1.59084810496614,0.10405093987862,0.169602920028431
2.14541259306562,0.0570060136528739,0.116362587284263
1.32329402498931,0.00904724127307941,0.0818504082576759
0.91354968787542,0.069244602946902,0.135099632352129
0.819341328673314,0.0275465955719064,0.133235002834719
2.38922265473596,0.081929525807339,0.0710035456088384
1.73726718679445,0.101510341407359,0.0816230559585037
0.84680827341657,0.0446971783712936,0.135045570811174
1.50115584510998,0.0730387925140571,0.0519559799796634
2.7488148982842,0.0803042497709908,0.0826635451019534
