"beta1","beta2","beta3","beta4","beta5"
"0.0336040075954968","0.350170358832607","0.128861210849227","0.0174764897354059","0.0138667472137194"
"0.0300515555895643","0.127568879320582","0.0485907567579452","0.024738182360892","0.0401587333959885"
"0.0337152958554434","0.0665087245619915","0.0309724353058031","0.0152400556517304","0.0178165083655372"
"0.0311594751965938","0.0476031768021036","0.0277603375528726","0.0143578691599088","0.013673164101823"
"0.0321037200411234","0.1467850080338","0.0389802930634545","0.0344030181610341","0.0491219813946605"
"0.0292955753101375","0.208665539927659","0.0716180628433495","0.0209764539803868","0.0442815723367874"
"0.0330224528891536","0.0824039392041144","0.0321827190045017","0.0152648448117293","0.0284303746000752"
"0.0326261227635121","0.0724822614866158","0.0307639515482178","0.0164247836946086","0.012928752723324"
"0.0328951252521347","0.164685664588014","0.0682607835300053","0.0294841717419483","0.0295533540864256"
"0.0325695018896063","0.145291911579127","0.0533559946296954","0.0237677602078946","0.0619954520096338"
"0.0333478227346769","0.0790112105608816","0.0429197617968959","0.0263267590161236","0.0683014852367892"
"0.0302222612985464","0.310976831372828","0.106071707945014","0.0508599798241902","0.0318689660351662"
"0.0308454318264263","0.157535015142874","0.0654654337515038","0.0240715027317209","0.0189188462180174"
"0.0326478993309307","0.238048077563481","0.0834468536159419","0.0438023098742703","0.0562214290730956"
"0.0333146457654342","0.0778996640178098","0.0324118113543941","0.0156461479877314","0.0140431216644291"
"0.0297907998801025","0.220232995292969","0.0755049247278811","0.0226433868969809","0.0619292376224802"
"0.0334458001755713","0.0746535149071828","0.0332469481077049","0.0118900915085836","0.0157545527350923"
"0.0317687768579475","0.13524155097385","0.0602810659351698","0.0351073424267407","0.0350524523078315"
"0.0325830588536179","0.139010872197286","0.0447783713046545","0.0223664665484076","0.0628844567889274"
"0.0311281766612853","0.181257580277277","0.0708218827395435","0.0278285712106558","0.0431454633876676"
"0.0343778904599924","0.103111484901906","0.0383932512055611","0.016497935058286","0.0146947105307508"
"0.033221123676966","0.233586987240102","0.0870046034248916","0.0344973108174668","0.0301856491174008"
"0.035187262553847","0.143871928953598","0.0518133309083605","0.0320758285027051","0.0604264471631954"
"0.0314782168563708","0.14766433410981","0.0512757823093418","0.0398546556797252","0.0271331615627476"
"0.0315683280455248","0.180347488825916","0.0603159697812728","0.0364790128118331","0.0665271543988731"
"0.0295720367334874","0.115584553168139","0.0483544469281345","0.0422635326912355","0.0480761576019397"
"0.031772550306852","0.162788144210047","0.0675801741712606","0.0285365431858454","0.0260297992414317"
"0.0319822685659553","0.149371240409613","0.0545932518108929","0.0251838283006159","0.0315065799818979"
"0.0315376833802531","0.104615159301681","0.0445639344682554","0.015284127393217","0.0289042022288259"
"0.0299180407388915","0.211630009926968","0.055205386751008","0.0937084255296488","0.134901260924096"
"0.0335365404564444","0.199547225852293","0.0608694307379133","0.0562161702951757","0.0812553327293162"
"0.0334475126059969","0.0637049558595804","0.0324671524470248","0.0162818437479524","0.0129154365807865"
"0.0295846698544197","0.144269791486952","0.0516053626881974","0.0318962913226319","0.0155698281182792"
"0.0322831881260181","0.0634285628189398","0.0317090516025575","0.0152350294726386","0.00979819863766968"
"0.0287766545019834","0.111545508279656","0.0512556110350648","0.0638322005235269","0.0595239669094637"
"0.0321492612627117","0.0489356445309089","0.0293801700886986","0.0178305942510954","0.0117207007065477"
"0.0293003221032546","0.148959873092412","0.0609147221346937","0.0248055088482522","0.0275272524628818"
"0.0324847933144828","0.0702480527507478","0.0296544416919888","0.0146408911756483","0.0125428481292568"
"0.0317190481462521","0.304959087910702","0.112350656987866","0.0787027414050143","0.049566907546808"
"0.0315290855939619","0.846035641055848","0.285307412636837","0.0474889157340761","0.0826770355553722"
"0.0322271903526745","0.162872108586205","0.0593255901207796","0.0350940272672987","0.0489322349642618"
"0.0305278339098657","0.174746093037773","0.0704199947375533","0.0483191864336573","0.0416197300878994"
"0.0318341792070234","0.211918093566372","0.0724416077999359","0.0183396181131154","0.0276991015366928"
"0.0323869762759497","0.0916824525735533","0.0394198966087871","0.0218906585950951","0.041685823246112"
"0.0339579999443332","0.106011291399309","0.0499953095670464","0.019112047775525","0.0244006065167693"
"0.0318482365926586","0.125563768321189","0.0564066017331742","0.014305478302197","0.0343116583821462"
"0.0313528391609234","0.0561222518899647","0.0412449054857099","0.0241707649505551","0.0163312604026191"
"0.0298287401302676","0.18043507397446","0.0696328848649769","0.0298593967214477","0.0211324219878348"
"0.0322457754280432","0.11106812956142","0.0466928080024471","0.0214137992630258","0.0286109251650861"
"0.0290429887555953","0.137978261132548","0.0565828211470928","0.022028142558253","0.0418005947718877"
"0.0309150137714231","0.114865055115401","0.0511766184630808","0.0300418720465162","0.0342081120533407"
"0.0344350279071458","0.0765098496388863","0.0331466821087907","0.0185994459261086","0.0158550921326695"
"0.0298095856302483","0.154413199348597","0.0503386126268953","0.029763545268988","0.0465730022540658"
"0.0334065509306074","0.0745810928787317","0.0333026015071725","0.0143230556596541","0.0172441394577171"
"0.0333489772158981","0.224413619604382","0.0805456168825243","0.0271707019144847","0.0270992328947573"
"0.0320137735715183","0.260617779721986","0.0886624900015963","0.0415592134515648","0.0628745423533495"
"0.0289263943652923","0.106775997792957","0.0488075281393261","0.0216748784448637","0.0322381132127855"
"0.0354453842862123","0.127497614617846","0.045440827041361","0.013396947100841","0.015908541931269"
"0.0323065898833641","0.187535043112787","0.0595114963600031","0.0292209236316237","0.0708322126812154"
"0.0348264306418075","0.0965460510514664","0.0461944575687415","0.0353081212921475","0.0650391365481184"
"0.0286198189290228","0.48810264108618","0.168305467904744","0.0386732984906706","0.093294818564322"
"0.0313246969237567","0.149832022433228","0.0593725808911875","0.0477663897499312","0.0661581506413694"
"0.0311839499844118","0.15584830534249","0.0601590390359548","0.0206446030842491","0.0206334393332514"
"0.0339446167609464","0.0494873452312989","0.0266178683491049","0.0146691490428987","0.0145978834139894"
"0.0311949256008092","0.208342751721118","0.0893653453454863","0.0237610532821423","0.0383776420550072"
"0.032533412151209","0.101002420977813","0.0525776396052727","0.0346891106262279","0.0288532538055652"
"0.0326014196195296","0.0451577924846628","0.0282587849215669","0.0163865187722841","0.013526762132178"
"0.0327130032458191","0.227031559245738","0.0652977661278749","0.0227673967420611","0.0642994101937382"
"0.0292650012346856","0.0986142109589596","0.0460982028478321","0.0242711966506328","0.0347829805061214"
"0.032213864984752","0.362036558738196","0.1275617200087","0.0535224644642937","0.0872270025629584"
"0.032907629241164","0.457503798695189","0.169445252699471","0.061355128690339","0.0633229311821933"
"0.0342882748327782","0.0579545627895797","0.0285330738360362","0.0146330228643438","0.0130713551635632"
"0.0329122863748322","0.203285364884539","0.0786774083333055","0.0217639919210273","0.0196170226882077"
"0.0320886480176097","0.0697606689296591","0.0316260031138183","0.0160212770149172","0.0146873078694519"
"0.0309276577534972","0.143164436086655","0.0624903472342821","0.0332156499365682","0.0317749297128986"
"0.0298311123549016","0.174517802721373","0.065297753383983","0.0293157587091328","0.0549746740845151"
"0.0348854304325796","0.0621174292955078","0.0304271498918879","0.0172476057054922","0.0145934279267975"
"0.0317414369365817","0.0613547711843029","0.0330234584031419","0.0193273803801009","0.0179176988250335"
"0.0335185070055833","0.0668859790058957","0.038169887026466","0.0198707938170722","0.0229911876987501"
"0.0305771581519634","0.201485792863233","0.0801426477221821","0.0554775219207657","0.0482973055065638"
"0.0325099250032929","0.207056434296679","0.0730646288207525","0.113003037902396","0.0327222339711434"
"0.0309365384014952","0.185504768335418","0.0762165640983412","0.0223290442673524","0.0242150134919437"
"0.0335428744111268","0.135438232129428","0.0510089113593632","0.027278701214004","0.0300453976757432"
"0.0307003190862106","0.140999285277263","0.0599762886998561","0.0400383230293092","0.0386957123638194"
"0.0317602594888414","0.26640592259052","0.0950023086424106","0.0194373058559969","0.0249877542698756"
"0.0315644419425999","0.387748449289085","0.11936166185624","0.0585611230355649","0.059902536575957"
"0.0336449329346033","0.0907003311315416","0.0340746610759207","0.0219945067478536","0.022111496322292"
"0.03245347106603","0.289523232701202","0.0993454266126403","0.0270500877151437","0.0250953317969321"
"0.033930031481498","0.072255716199907","0.0303349365833769","0.0158028849892456","0.0128282991206131"
"0.0345465709044747","0.201397416913459","0.0833718687840881","0.0571844779758108","0.0595749080477424"
"0.0296412178841669","0.0794919433921302","0.0318707632554913","0.0177743250823694","0.0145844702139127"
"0.0333643412756135","0.135388369104357","0.0620883397636279","0.0300099856999544","0.024472018741841"
"0.0337718556476169","0.195911368944764","0.0669878531731364","0.0184985464770367","0.0227636879796769"
"0.0301869277705777","0.0800074885118991","0.0309562375130643","0.0125837344412155","0.0116205160844695"
"0.0324345129953585","0.114317972183413","0.0501008548307461","0.0245891335468557","0.018054435957844"
"0.0305145389881889","0.602470096316422","0.153941123965313","0.0302730043933492","0.123198460696341"
"0.0316389652681587","0.164131027110265","0.0545562930800831","0.0207367034669296","0.0461430713720794"
"0.0346658485924769","0.171268628707696","0.0646975148562456","0.0336544910870304","0.0409905959115275"
"0.0312605865940691","0.0586195389116584","0.0299624536020791","0.0150338402558369","0.0123398475199008"
"0.0328508366172111","0.14680794762046","0.0576067162961929","0.02147186197941","0.0254311729118969"
"0.0314095732808099","0.125779297091855","0.0591126101677467","0.0195289420149661","0.0220220636351894"
"0.0328732405636622","0.212232594249169","0.0739182661546619","0.0234335799466581","0.0257748327849904"
"0.0341074192205451","0.0814300430018708","0.0345215713017076","0.0156791586964494","0.0134638446945541"
"0.031787770188851","0.291576404371751","0.0734816924151983","0.0527644197656141","0.106166477998955"
"0.0307711539363451","0.115278857833489","0.0518749247951147","0.0313715699405731","0.0251079718196854"
